0  1680352
1  1680080
2  1684220
3  1683932
4  1684088
5  1683420
6  1677676
7  1678088
8  1677988
9  1677848
10  1677344
11  1677716
12  1677476
13  1677344
14  1677864
15  1678228
16  1677824
17  1677972
18  1678212
19  1682656
20  1682612
21  1681468
22  1681496
23  1681124
24  1681640
25  1682904
26  1681760
27  1681948
28  1681616
29  1683020
30  1682700
31  1683204
32  1683568
33  1682808
34  1682692
35  1681684
36  1683256
37  1683380
38  1682020
39  1683328
40  1684280
41  1682652
42  1681836
43  1683916
44  1683820
45  1684152
46  1682760
47  1682028
48  1684196
49  1684516
