0  1673888
1  1677936
2  1677956
3  1677468
4  1675476
5  1675064
6  1675352
7  1675220
8  1674760
9  1678932
10  1677760
11  1677388
12  1677956
13  1679408
14  1679792
15  1677808
16  1678024
17  1678148
18  1679496
19  1679348
20  1680056
21  1680144
22  1678424
23  1680264
24  1678148
25  1678280
26  1678116
27  1679768
28  1680148
29  1679240
30  1679644
31  1678108
32  1678448
33  1679824
34  1678580
35  1680216
36  1680196
37  1678676
38  1680744
39  1680248
40  1680736
41  1680612
42  1680604
43  1679112
44  1679124
45  1678628
46  1678756
47  1679892
48  1678888
49  1678740
