0  1696280
1  1700032
2  1700528
3  1700776
4  1696568
5  1697188
6  1697072
7  1697180
8  1697064
9  1696932
10  1698908
11  1696064
12  1696224
13  1695820
14  1697712
15  1697516
16  1698224
17  1698212
18  1697320
19  1696568
20  1697324
21  1698072
22  1696672
23  1696588
24  1697000
25  1698748
26  1698212
27  1698576
28  1697656
29  1697588
30  1699044
31  1699012
32  1698740
33  1699104
34  1699360
35  1699120
36  1699128
37  1698856
38  1699112
39  1699344
40  1699196
41  1699336
42  1699204
43  1699336
44  1699072
45  1699056
46  1699112
47  1699264
48  1699080
49  1699608
