0  1674676
1  1674504
2  1678248
3  1678380
4  1676032
5  1676272
6  1672164
7  1672544
8  1672288
9  1672412
10  1671784
11  1672544
12  1671800
13  1672536
14  1672684
15  1672536
16  1672544
17  1672552
18  1672304
19  1672808
20  1672544
21  1672544
22  1672072
23  1672256
24  1672188
25  1672088
26  1672132
27  1672008
28  1672032
29  1672016
30  1671892
31  1671660
32  1671660
33  1672332
34  1672256
35  1672568
36  1672636
37  1672148
38  1672636
39  1672008
40  1672264
41  1672148
42  1672364
43  1672280
44  1672636
45  1672212
46  1672628
47  1672404
48  1672380
49  1672404
