0  1759768
1  1763168
2  1763588
3  1763480
4  1757520
5  1757636
6  1757760
7  1757016
8  1757156
9  1757404
10  1757024
11  1757172
12  1757404
13  1757644
14  1757396
15  1757040
16  1757016
17  1757016
18  1757156
19  1756776
20  1756652
21  1757000
22  1757248
23  1757256
24  1757008
25  1757008
26  1756620
27  1756628
28  1757248
29  1756908
30  1757172
31  1757420
32  1756808
33  1757412
34  1757412
35  1757048
36  1757064
37  1757048
38  1757288
39  1757420
40  1756932
41  1756940
42  1756924
43  1757056
44  1757188
45  1757172
46  1757420
47  1757040
48  1757552
49  1757164
