0  1677088
1  1679056
2  1679792
3  1680436
4  1675812
5  1675748
6  1677444
7  1677352
8  1677120
9  1677228
10  1676500
11  1676352
12  1675452
13  1675740
14  1675648
15  1677612
16  1675960
17  1676216
18  1676076
19  1675216
20  1675388
21  1674960
22  1675812
23  1675292
24  1675680
25  1675400
26  1677016
27  1675968
28  1676284
29  1675916
30  1676036
31  1675352
32  1675268
33  1675508
34  1675580
35  1675608
36  1675896
37  1675796
38  1675764
39  1675352
40  1675640
41  1675896
42  1675896
43  1675896
44  1675384
45  1675540
46  1676012
47  1675524
48  1675880
49  1676004
