0  1679604
1  1683540
2  1684460
3  1683576
4  1681328
5  1681580
6  1680176
7  1680324
8  1681776
9  1680232
10  1679604
11  1682092
12  1682108
13  1681956
14  1681728
15  1681976
16  1680224
17  1680364
18  1680380
19  1680476
20  1679740
21  1679616
22  1679112
23  1679856
24  1679544
25  1680040
26  1679848
27  1679908
28  1679536
29  1680040
30  1679784
31  1679940
32  1679992
33  1679752
34  1682348
35  1682044
36  1680756
37  1680400
38  1680020
39  1680252
40  1679888
41  1680160
42  1679616
43  1680352
44  1680112
45  1680104
46  1680508
47  1680624
48  1680360
49  1680144
