0  1688632
1  1692112
2  1692344
3  1686020
4  1686020
5  1685888
6  1692616
7  1691972
8  1691716
9  1691732
10  1692088
11  1695080
12  1701156
13  1694640
14  1696332
15  1696580
16  1696244
17  1696420
18  1696204
19  1696080
20  1696204
21  1696360
22  1695964
23  1696460
24  1696600
25  1696444
26  1696452
27  1696320
28  1696288
29  1696396
30  1696288
31  1696420
32  1696420
33  1696420
34  1697040
35  1696312
36  1696048
37  1696412
38  1696296
39  1697040
40  1696660
41  1696444
42  1696544
43  1696684
44  1696536
45  1696428
46  1696616
47  1696808
48  1696452
49  1696808
