0  1701368
1  1705076
2  1704876
3  1699032
4  1698644
5  1699024
6  1703828
7  1701140
8  1700864
9  1701768
10  1702292
11  1700776
12  1700864
13  1702880
14  1701404
15  1703396
16  1701708
17  1701536
18  1703468
19  1703824
20  1706280
21  1703056
22  1749312
23  1758892
24  1756776
25  1747524
26  1748044
27  1747812
28  1758660
29  1758296
30  1747888
31  1747560
32  1747260
33  1747376
34  1746964
35  1746656
36  1747340
37  1755740
38  1757064
39  1748376
40  1748632
41  1748376
42  1748616
43  1748492
44  1748624
45  1748376
46  1748484
47  1748988
48  1755620
49  1773020
