0  1676020
1  1679540
2  1679608
3  1679484
4  1676260
5  1676384
6  1674268
7  1673656
8  1673284
9  1673028
10  1673260
11  1673400
12  1673416
13  1673152
14  1673432
15  1673740
16  1673696
17  1673376
18  1673928
19  1673616
20  1673624
21  1673880
22  1674228
23  1673624
24  1673748
25  1673476
26  1673228
27  1673260
28  1673632
29  1673128
30  1673376
31  1673732
32  1674112
33  1673352
34  1673960
35  1673880
36  1673484
37  1673732
38  1674236
39  1673600
40  1673972
41  1673772
42  1673864
43  1673732
44  1673988
45  1673632
46  1673872
47  1673732
48  1673872
49  1674120
