0  1685316
1  1687448
2  1691260
3  1691416
4  1687912
5  1687276
6  1687904
7  1687516
8  1687904
9  1688252
10  1688756
11  1688772
12  1688600
13  1688608
14  1688848
15  1688724
16  1688724
17  1688468
18  1688724
19  1688972
20  1688516
21  1688392
22  1688284
23  1688012
24  1688252
25  1688128
26  1687896
27  1688384
28  1688384
29  1688260
30  1688136
31  1687888
32  1687764
33  1688144
34  1688260
35  1688384
36  1688020
37  1688004
38  1688392
39  1688228
40  1688600
41  1688360
42  1688220
43  1688476
44  1688236
45  1688268
46  1688476
47  1688252
48  1688104
49  1688352
