0  1764524
1  1767640
2  1767600
3  1767848
4  1762508
5  1762012
6  1761880
7  1761912
8  1761888
9  1761508
10  1761772
11  1761632
12  1761756
13  1762004
14  1762128
15  1761880
16  1762012
17  1761996
18  1761756
19  1762004
20  1761400
21  1761756
22  1761904
23  1761516
24  1761748
25  1761888
26  1761764
27  1762012
28  1761764
29  1761920
30  1761928
31  1761556
32  1761564
33  1761524
34  1761772
35  1761888
36  1761748
37  1761780
38  1761532
39  1762036
40  1761648
41  1761756
42  1761896
43  1761848
44  1761856
45  1762236
46  1761864
47  1761980
48  1761476
49  1761360
